Year,st,State,Gini
1934,3,Arizona,0.350419581
1934,4,Arkansas,0.388816535
1934,5,California,0.433545083
1934,6,Colorado,0.435524881
1934,7,Connecticut,0.493895978
1934,8,Delaware,0.664341271
1934,9,District of Columbia,0.36858356
1934,10,Florida,0.474381477
1934,11,Georgia,0.417728543
1934,13,Idaho,0.331160694
1934,14,Illinois,0.445834994
1934,15,Indiana,0.430591047
1934,16,Iowa,0.405289978
1934,17,Kansas,0.408993155
1934,18,Kentucky,0.43397662
1934,19,Louisiana,0.401971877
1934,20,Maine,0.456930637
1934,21,Maryland,0.443750709
1934,22,Massachusetts,0.465033919
1934,23,Michigan,0.435108542
1934,24,Minnesota,0.442721516
1934,25,Mississippi,0.408010781
1934,26,Missouri,0.450536251
1934,27,Montana,0.33441326
1934,28,Nebraska,0.406535715
1934,29,Nevada,0.404558271
1934,30,New Hampshire,0.446377069
1934,31,New Jersey,0.43831104
1934,32,New Mexico,0.361534595
1934,33,New York,0.505087376
1934,34,North Carolina,0.462476432
1934,35,North Dakota,0.351478696
1934,36,Ohio,0.4420515
1934,37,Oklahoma,0.408225596
1934,38,Oregon,0.386078447
1934,39,Pennsylvania,0.46732688
1934,40,Rhode Island,0.494044185
1934,41,South Carolina,0.408253729
1934,42,South Dakota,0.373975724
1934,43,Tennessee,0.425323427
1934,44,Texas,0.420369714
1934,45,Utah,0.38604483
1934,46,Vermont,0.385218024
1934,47,Virginia,0.416691363
1934,48,Washington,0.372161984
1934,49,West Virginia,0.399338841
1934,50,Wisconsin,0.448312253
1934,51,Wyoming,0.383044571
1935,0,United States,0.460407346
1935,1,Alabama,0.385875523
1935,3,Arizona,0.359211296
1935,4,Arkansas,0.386504203
1935,5,California,0.432529062
1935,6,Colorado,0.451414943
1935,7,Connecticut,0.505457103
1935,8,Delaware,0.670445323
1935,9,District of Columbia,0.395840049
1935,10,Florida,0.491792142
1935,11,Georgia,0.409319133
1935,13,Idaho,0.327026904
1935,14,Illinois,0.463728338
1935,15,Indiana,0.428202599
1935,16,Iowa,0.399817914
1935,17,Kansas,0.400033176
1935,18,Kentucky,0.435366005
1935,19,Louisiana,0.406491131
1935,20,Maine,0.455030113
1935,21,Maryland,0.449396938
1935,22,Massachusetts,0.470957696
1935,23,Michigan,0.458613873
1935,24,Minnesota,0.447424442
1935,25,Mississippi,0.416616797
1935,26,Missouri,0.45389089
1935,27,Montana,0.340665579
1935,28,Nebraska,0.400743216
1935,29,Nevada,0.437534183
1935,30,New Hampshire,0.445985228
1935,31,New Jersey,0.459143311
1935,32,New Mexico,0.350155622
1935,33,New York,0.514742494
1935,34,North Carolina,0.45816195
1935,35,North Dakota,0.339822143
1935,36,Ohio,0.450035095
1935,37,Oklahoma,0.410697132
1935,38,Oregon,0.388332009
1935,39,Pennsylvania,0.459926873
1935,40,Rhode Island,0.496248543
1935,41,South Carolina,0.394252449
1935,42,South Dakota,0.371928483
1935,43,Tennessee,0.405672133
1935,44,Texas,0.425365269
1935,45,Utah,0.387905687
1935,46,Vermont,0.380583435
1935,47,Virginia,0.414269745
1935,48,Washington,0.362381816
1935,49,West Virginia,0.408438087
1935,50,Wisconsin,0.424743772
1935,51,Wyoming,0.384656996
1936,0,United States,0.486785561
1936,1,Alabama,0.427817732
1936,3,Arizona,0.381488025
1936,4,Arkansas,0.432135522
1936,5,California,0.466654867
1936,6,Colorado,0.480645239
1936,7,Connecticut,0.54443419
1936,8,Delaware,0.710121632
1936,9,District of Columbia,0.399993062
1936,10,Florida,0.540358186
1936,11,Georgia,0.460197568
1936,13,Idaho,0.341997832
1936,14,Illinois,0.49134621
1936,15,Indiana,0.452187032
1936,16,Iowa,0.418762326
1936,17,Kansas,0.412439078
1936,18,Kentucky,0.454191446
1936,19,Louisiana,0.46172753
1936,20,Maine,0.489900231
1936,21,Maryland,0.469833821
1936,22,Massachusetts,0.503272891
1936,23,Michigan,0.474892497
1936,24,Minnesota,0.473349601
1936,25,Mississippi,0.443651825
1936,26,Missouri,0.481996685
1936,27,Montana,0.347437054
1936,28,Nebraska,0.412713021
1936,29,Nevada,0.465578437
1936,30,New Hampshire,0.476973355
1936,31,New Jersey,0.472005457
1936,32,New Mexico,0.368723869
1936,33,New York,0.538629174
1936,34,North Carolina,0.486561447
1936,35,North Dakota,0.364666134
1936,36,Ohio,0.466042012
1936,37,Oklahoma,0.446490467
1936,38,Oregon,0.422630876
1936,39,Pennsylvania,0.492953181
1936,40,Rhode Island,0.524867415
1936,41,South Carolina,0.422964394
1936,42,South Dakota,0.377547204
1936,43,Tennessee,0.44231385
1936,44,Texas,0.446341097
1936,45,Utah,0.419264764
1936,46,Vermont,0.415600568
1936,47,Virginia,0.439047128
1936,48,Washington,0.4019216
1936,49,West Virginia,0.430605203
1936,50,Wisconsin,0.456797749
1936,51,Wyoming,0.394149154
1937,0,United States,0.460189849
1937,1,Alabama,0.418870836
1937,3,Arizona,0.362960428
1937,4,Arkansas,0.412240863
1937,5,California,0.444112271
1937,6,Colorado,0.463024318
1937,7,Connecticut,0.521627367
1937,8,Delaware,0.686786473
1937,9,District of Columbia,0.402695894
1937,10,Florida,0.529911876
1937,11,Georgia,0.426494151
1937,13,Idaho,0.333808661
1937,14,Illinois,0.466145217
1937,15,Indiana,0.425208181
1937,16,Iowa,0.406165749
1937,17,Kansas,0.412241966
1937,18,Kentucky,0.429411709
1937,19,Louisiana,0.43087706
1937,20,Maine,0.476409465
1937,21,Maryland,0.448090464
1937,22,Massachusetts,0.468979329
1937,23,Michigan,0.440677643
1937,24,Minnesota,0.439498425
1937,25,Mississippi,0.432925731
1937,26,Missouri,0.465106994
1937,27,Montana,0.327389508
1937,28,Nebraska,0.403014004
1937,29,Nevada,0.456245571
1937,30,New Hampshire,0.468790561
1937,31,New Jersey,0.453341961
1937,32,New Mexico,0.37495029
1937,33,New York,0.506292939
1937,34,North Carolina,0.477213264
1937,35,North Dakota,0.359780401
1937,36,Ohio,0.456810504
1937,37,Oklahoma,0.443590641
1937,38,Oregon,0.398910105
1937,39,Pennsylvania,0.444750041
1937,40,Rhode Island,0.498009771
1937,41,South Carolina,0.421543837
1937,42,South Dakota,0.365520239
1937,43,Tennessee,0.433232218
1937,44,Texas,0.426184773
1937,45,Utah,0.3986637
1937,46,Vermont,0.415811986
1937,47,Virginia,0.427101403
1937,48,Washington,0.389351249
1937,49,West Virginia,0.403955579
1937,50,Wisconsin,0.430024236
1937,51,Wyoming,0.380437642
1938,0,United States,0.46892339
1938,1,Alabama,0.432354122
1938,3,Arizona,0.413241863
1938,4,Arkansas,0.437918633
1938,5,California,0.467261642
1938,6,Colorado,0.477438509
1938,7,Connecticut,0.507015824
1938,8,Delaware,0.673896253
1938,9,District of Columbia,0.38957876
1938,10,Florida,0.565554261
1938,11,Georgia,0.435806364
1938,13,Idaho,0.372410119
1938,14,Illinois,0.459474623
1938,15,Indiana,0.432110012
1938,16,Iowa,0.423032403
1938,17,Kansas,0.460630894
1938,18,Kentucky,0.445241839
1938,19,Louisiana,0.436995059
1938,20,Maine,0.575481117
1938,21,Maryland,0.447489113
1938,22,Massachusetts,0.468932748
1938,23,Michigan,0.440272987
1938,24,Minnesota,0.432686269
1938,25,Mississippi,0.457232803
1938,26,Missouri,0.467550665
1938,27,Montana,0.348577976
1938,28,Nebraska,0.42903921
1938,29,Nevada,0.466547489
1938,30,New Hampshire,0.463571936
1938,31,New Jersey,0.449295342
1938,32,New Mexico,0.399449855
1938,33,New York,0.510821819
1938,34,North Carolina,0.470279038
1938,35,North Dakota,0.397389621
1938,36,Ohio,0.452311099
1938,37,Oklahoma,0.4767946
1938,38,Oregon,0.417734116
1938,39,Pennsylvania,0.443359226
1938,40,Rhode Island,0.490223408
1938,41,South Carolina,0.415872782
1938,42,South Dakota,0.416346669
1938,43,Tennessee,0.424859315
1938,44,Texas,0.457062036
1938,45,Utah,0.413901031
1938,46,Vermont,0.397470146
1938,47,Virginia,0.418810278
1938,48,Washington,0.384981185
1938,49,West Virginia,0.412972629
1938,50,Wisconsin,0.43729803
1938,51,Wyoming,0.407761037
1939,0,United States,0.443713546
1939,1,Alabama,0.409043401
1939,3,Arizona,0.383502364
1939,4,Arkansas,0.429459602
1939,5,California,0.425726056
1939,6,Colorado,0.440698534
1939,7,Connecticut,0.477001339
1939,8,Delaware,0.717184246
1939,9,District of Columbia,0.375493735
1939,10,Florida,0.530246496
1939,11,Georgia,0.420868307
1939,13,Idaho,0.37048465
1939,14,Illinois,0.434039742
1939,15,Indiana,0.410871476
1939,16,Iowa,0.40670523
1939,17,Kansas,0.430432737
1939,18,Kentucky,0.422617167
1939,19,Louisiana,0.430183977
1939,20,Maine,0.464281321
1939,21,Maryland,0.417476922
1939,22,Massachusetts,0.433231026
1939,23,Michigan,0.430804819
1939,24,Minnesota,0.416944385
1939,25,Mississippi,0.428658783
1939,26,Missouri,0.457664937
1939,27,Montana,0.33645919
1939,28,Nebraska,0.397339046
1939,29,Nevada,0.455123663
1939,30,New Hampshire,0.454870939
1939,31,New Jersey,0.420900375
1939,32,New Mexico,0.39437744
1939,33,New York,0.468139082
1939,34,North Carolina,0.472757995
1939,35,North Dakota,0.380791068
1939,36,Ohio,0.426490724
1939,37,Oklahoma,0.45061332
1939,38,Oregon,0.403176904
1939,39,Pennsylvania,0.453933865
1939,40,Rhode Island,0.468740284
1939,41,South Carolina,0.409525186
1939,42,South Dakota,0.399738044
1939,43,Tennessee,0.417715013
1939,44,Texas,0.433831602
1939,45,Utah,0.388625592
1939,46,Vermont,0.39241609
1939,47,Virginia,0.413609356
1939,48,Washington,0.367720246
1939,49,West Virginia,0.390722841
1939,50,Wisconsin,0.40830484
1939,51,Wyoming,0.425342679
1940,0,United States,0.395099819
1940,1,Alabama,0.390596569
1940,3,Arizona,0.356549025
1940,4,Arkansas,0.402513951
1940,5,California,0.385997295
1940,6,Colorado,0.379946709
1940,7,Connecticut,0.410546839
1940,8,Delaware,0.672184169
1940,9,District of Columbia,0.375989437
1940,10,Florida,0.496536672
1940,11,Georgia,0.405336022
1940,13,Idaho,0.345219076
1940,14,Illinois,0.382150739
1940,15,Indiana,0.35199368
1940,16,Iowa,0.372522384
1940,17,Kansas,0.387727141
1940,18,Kentucky,0.369980484
1940,19,Louisiana,0.40164727
1940,20,Maine,0.424778521
1940,21,Maryland,0.397518367
1940,22,Massachusetts,0.378766239
1940,23,Michigan,0.342674077
1940,24,Minnesota,0.364749581
1940,25,Mississippi,0.410119325
1940,26,Missouri,0.410589039
1940,27,Montana,0.340805113
1940,28,Nebraska,0.393876523
1940,29,Nevada,0.404011518
1940,30,New Hampshire,0.401086509
1940,31,New Jersey,0.380972743
1940,32,New Mexico,0.381214589
1940,33,New York,0.428213567
1940,34,North Carolina,0.433400452
1940,35,North Dakota,0.354766697
1940,36,Ohio,0.36404714
1940,37,Oklahoma,0.400181264
1940,38,Oregon,0.369656563
1940,39,Pennsylvania,0.385392994
1940,40,Rhode Island,0.419480681
1940,41,South Carolina,0.395328701
1940,42,South Dakota,0.382727891
1940,43,Tennessee,0.395808756
1940,44,Texas,0.401451021
1940,45,Utah,0.34163624
1940,46,Vermont,0.39360863
1940,47,Virginia,0.383142322
1940,48,Washington,0.342563808
1940,49,West Virginia,0.34512952
1940,50,Wisconsin,0.3644858
1940,51,Wyoming,0.371567518
1941,0,United States,0.413098961
1941,1,Alabama,0.429703474
1941,3,Arizona,0.396617502
1941,4,Arkansas,0.429254711
1941,5,California,0.412201405
1941,6,Colorado,0.425620854
1941,7,Connecticut,0.440152496
1941,8,Delaware,0.607578099
1941,9,District of Columbia,0.410186678
1941,10,Florida,0.486226022
1941,11,Georgia,0.442960531
1941,13,Idaho,0.352255464
1941,14,Illinois,0.423811704
1941,15,Indiana,0.367741734
1941,16,Iowa,0.370893985
1941,17,Kansas,0.385210812
1941,18,Kentucky,0.369579822
1941,19,Louisiana,0.4273808
1941,20,Maine,0.400984555
1941,21,Maryland,0.382300168
1941,22,Massachusetts,0.422224969
1941,23,Michigan,0.354344487
1941,24,Minnesota,0.3568739
1941,25,Mississippi,0.439114094
1941,26,Missouri,0.404450297
1941,27,Montana,0.370230168
1941,28,Nebraska,0.404342592
1941,29,Nevada,0.40759334
1941,30,New Hampshire,0.414487839
1941,31,New Jersey,0.376278818
1941,32,New Mexico,0.392311662
1941,33,New York,0.449899226
1941,34,North Carolina,0.43135199
1941,35,North Dakota,0.351751655
1941,36,Ohio,0.377102852
1941,37,Oklahoma,0.401615024
1941,38,Oregon,0.400133461
1941,39,Pennsylvania,0.40081349
1941,40,Rhode Island,0.407141536
1941,41,South Carolina,0.410914093
1941,42,South Dakota,0.355266064
1941,43,Tennessee,0.424393147
1941,44,Texas,0.422574878
1941,45,Utah,0.355038941
1941,46,Vermont,0.378487617
1941,47,Virginia,0.382973284
1941,48,Washington,0.372499317
1941,49,West Virginia,0.354081124
1941,50,Wisconsin,0.368282735
1941,51,Wyoming,0.400993049
1942,0,United States,0.426220208
1942,1,Alabama,0.441778749
1942,3,Arizona,0.414564133
1942,4,Arkansas,0.440499216
1942,5,California,0.392412037
1942,6,Colorado,0.441038191
1942,7,Connecticut,0.413856626
1942,8,Delaware,0.516873777
1942,9,District of Columbia,0.42449218
1942,10,Florida,0.48480463
1942,11,Georgia,0.484928757
1942,13,Idaho,0.373703867
1942,14,Illinois,0.427635789
1942,15,Indiana,0.387054324
1942,16,Iowa,0.403837085
1942,17,Kansas,0.422014177
1942,18,Kentucky,0.403433472
1942,19,Louisiana,0.445723534
1942,20,Maine,0.4295035
1942,21,Maryland,0.41261059
1942,22,Massachusetts,0.430872113
1942,23,Michigan,0.37353906
1942,24,Minnesota,0.403672129
1942,25,Mississippi,0.476338655
1942,26,Missouri,0.429176331
1942,27,Montana,0.416600943
1942,28,Nebraska,0.428171903
1942,29,Nevada,0.396973312
1942,30,New Hampshire,0.419721812
1942,31,New Jersey,0.416606307
1942,32,New Mexico,0.443622708
1942,33,New York,0.461317688
1942,34,North Carolina,0.439446151
1942,35,North Dakota,0.376414031
1942,36,Ohio,0.400501877
1942,37,Oklahoma,0.426286668
1942,38,Oregon,0.410931259
1942,39,Pennsylvania,0.418468118
1942,40,Rhode Island,0.427781761
1942,41,South Carolina,0.419399619
1942,42,South Dakota,0.389295101
1942,43,Tennessee,0.444692016
1942,44,Texas,0.438461244
1942,45,Utah,0.343816072
1942,46,Vermont,0.431041092
1942,47,Virginia,0.400876492
1942,48,Washington,0.360003859
1942,49,West Virginia,0.386549026
1942,50,Wisconsin,0.400221467
1942,51,Wyoming,0.425138146
1943,0,United States,0.402392536
1943,1,Alabama,0.388847798
1943,3,Arizona,0.36376363
1943,4,Arkansas,0.416049927
1943,5,California,0.361485451
1943,6,Colorado,0.404398948
1943,7,Connecticut,0.38512668
1943,8,Delaware,0.465883434
1943,9,District of Columbia,0.389492571
1943,10,Florida,0.447877109
1943,11,Georgia,0.418493032
1943,13,Idaho,0.324014843
1943,14,Illinois,0.39925009
1943,15,Indiana,0.363176435
1943,16,Iowa,0.399688512
1943,17,Kansas,0.386020482
1943,18,Kentucky,0.356235325
1943,19,Louisiana,0.375885814
1943,20,Maine,0.377211779
1943,21,Maryland,0.402462602
1943,22,Massachusetts,0.387574881
1943,23,Michigan,0.363417357
1943,24,Minnesota,0.386227518
1943,25,Mississippi,0.44457072
1943,26,Missouri,0.395486087
1943,27,Montana,0.368255615
1943,28,Nebraska,0.404324204
1943,29,Nevada,0.361916125
1943,30,New Hampshire,0.354462385
1943,31,New Jersey,0.372006029
1943,32,New Mexico,0.358950526
1943,33,New York,0.415015668
1943,34,North Carolina,0.402923495
1943,35,North Dakota,0.400375575
1943,36,Ohio,0.374391109
1943,37,Oklahoma,0.391178787
1943,38,Oregon,0.378425092
1943,39,Pennsylvania,0.377115488
1943,40,Rhode Island,0.382853717
1943,41,South Carolina,0.39665699
1943,42,South Dakota,0.398068696
1943,43,Tennessee,0.397527099
1943,44,Texas,0.385562837
1943,45,Utah,0.335258067
1943,46,Vermont,0.374486476
1943,47,Virginia,0.395410657
1943,48,Washington,0.321544409
1943,49,West Virginia,0.349591464
1943,50,Wisconsin,0.390016377
1943,51,Wyoming,0.378932297
1944,0,United States,0.423967004
1944,1,Alabama,0.417862713
1944,3,Arizona,0.388887733
1944,4,Arkansas,0.443310022
1944,5,California,0.386848092
1944,6,Colorado,0.432829052
1944,7,Connecticut,0.410665572
1944,8,Delaware,0.50065136
1944,9,District of Columbia,0.410447925
1944,10,Florida,0.474205017
1944,11,Georgia,0.448046148
1944,13,Idaho,0.361407518
1944,14,Illinois,0.420206785
1944,15,Indiana,0.384178102
1944,16,Iowa,0.417633533
1944,17,Kansas,0.428232998
1944,18,Kentucky,0.395679951
1944,19,Louisiana,0.406735361
1944,20,Maine,0.415501118
1944,21,Maryland,0.420427382
1944,22,Massachusetts,0.412952036
1944,23,Michigan,0.395541996
1944,24,Minnesota,0.4197869
1944,25,Mississippi,0.462950319
1944,26,Missouri,0.428149045
1944,27,Montana,0.400924712
1944,28,Nebraska,0.429420054
1944,29,Nevada,0.387525618
1944,30,New Hampshire,0.390664339
1944,31,New Jersey,0.394049406
1944,32,New Mexico,0.396808237
1944,33,New York,0.444127381
1944,34,North Carolina,0.432510138
1944,35,North Dakota,0.427446425
1944,36,Ohio,0.400215328
1944,37,Oklahoma,0.408917129
1944,38,Oregon,0.402918696
1944,39,Pennsylvania,0.407333344
1944,40,Rhode Island,0.415607661
1944,41,South Carolina,0.421972066
1944,42,South Dakota,0.428546101
1944,43,Tennessee,0.429889679
1944,44,Texas,0.408785373
1944,45,Utah,0.37845099
1944,46,Vermont,0.410794228
1944,47,Virginia,0.424060196
1944,48,Washington,0.349285096
1944,49,West Virginia,0.378864557
1944,50,Wisconsin,0.410920084
1944,51,Wyoming,0.402684271
1945,0,United States,0.445541501
1945,1,Alabama,0.446877658
1945,3,Arizona,0.414011836
1945,4,Arkansas,0.470570087
1945,5,California,0.412210733
1945,6,Colorado,0.461259156
1945,7,Connecticut,0.436204493
1945,8,Delaware,0.535419345
1945,9,District of Columbia,0.431403279
1945,10,Florida,0.500532925
1945,11,Georgia,0.477599263
1945,13,Idaho,0.398800164
1945,14,Illinois,0.44116351
1945,15,Indiana,0.405179739
1945,16,Iowa,0.435578555
1945,17,Kansas,0.470445514
1945,18,Kentucky,0.435124576
1945,19,Louisiana,0.437584937
1945,20,Maine,0.453790426
1945,21,Maryland,0.438392192
1945,22,Massachusetts,0.43832919
1945,23,Michigan,0.427666634
1945,24,Minnesota,0.453346282
1945,25,Mississippi,0.481329918
1945,26,Missouri,0.460812032
1945,27,Montana,0.43359381
1945,28,Nebraska,0.454515904
1945,29,Nevada,0.413135111
1945,30,New Hampshire,0.426866293
1945,31,New Jersey,0.416092753
1945,32,New Mexico,0.434665948
1945,33,New York,0.473239064
1945,34,North Carolina,0.462096781
1945,35,North Dakota,0.454517275
1945,36,Ohio,0.426039577
1945,37,Oklahoma,0.426655442
1945,38,Oregon,0.427412271
1945,39,Pennsylvania,0.4375512
1945,40,Rhode Island,0.448361605
1945,41,South Carolina,0.447287142
1945,42,South Dakota,0.459023505
1945,43,Tennessee,0.462252229
1945,44,Texas,0.432007909
1945,45,Utah,0.421643883
1945,46,Vermont,0.44710198
1945,47,Virginia,0.452709734
1945,48,Washington,0.377025783
1945,49,West Virginia,0.408137649
1945,50,Wisconsin,0.43182382
1945,51,Wyoming,0.426436275
1946,0,United States,0.439544857
1946,1,Alabama,0.450899422
1946,3,Arizona,0.411307633
1946,4,Arkansas,0.47522217
1946,5,California,0.40656212
1946,6,Colorado,0.463588029
1946,7,Connecticut,0.447340399
1946,8,Delaware,0.505423903
1946,9,District of Columbia,0.416693211
1946,10,Florida,0.484685957
1946,11,Georgia,0.443906814
1946,13,Idaho,0.365736842
1946,14,Illinois,0.436637729
1946,15,Indiana,0.405308247
1946,16,Iowa,0.430647641
1946,17,Kansas,0.43590948
1946,18,Kentucky,0.439950645
1946,19,Louisiana,0.427428782
1946,20,Maine,0.440762758
1946,21,Maryland,0.42596066
1946,22,Massachusetts,0.431342185
1946,23,Michigan,0.418198735
1946,24,Minnesota,0.447024733
1946,25,Mississippi,0.481631756
1946,26,Missouri,0.447645068
1946,27,Montana,0.433896691
1946,28,Nebraska,0.44879514
1946,29,Nevada,0.412926972
1946,30,New Hampshire,0.434734523
1946,31,New Jersey,0.420551479
1946,32,New Mexico,0.416677862
1946,33,New York,0.473631889
1946,34,North Carolina,0.454592735
1946,35,North Dakota,0.441337168
1946,36,Ohio,0.416141748
1946,37,Oklahoma,0.392501414
1946,38,Oregon,0.428693324
1946,39,Pennsylvania,0.429259449
1946,40,Rhode Island,0.433948874
1946,41,South Carolina,0.438161284
1946,42,South Dakota,0.43573752
1946,43,Tennessee,0.45705393
1946,44,Texas,0.433513433
1946,45,Utah,0.427080929
1946,46,Vermont,0.43403694
1946,47,Virginia,0.439522415
1946,48,Washington,0.372467339
1946,49,West Virginia,0.424604505
1946,50,Wisconsin,0.420500517
1946,51,Wyoming,0.41702342
1947,0,United States,0.423236191
1947,1,Alabama,0.421429157
1947,3,Arizona,0.373213738
1947,4,Arkansas,0.450163901
1947,5,California,0.383253366
1947,6,Colorado,0.455889732
1947,7,Connecticut,0.408523321
1947,8,Delaware,0.501460612
1947,9,District of Columbia,0.399452597
1947,10,Florida,0.466690183
1947,11,Georgia,0.438842446
1947,13,Idaho,0.384445578
1947,14,Illinois,0.417200118
1947,15,Indiana,0.393594503
1947,16,Iowa,0.426152527
1947,17,Kansas,0.430418283
1947,18,Kentucky,0.430036068
1947,19,Louisiana,0.404628664
1947,20,Maine,0.438557297
1947,21,Maryland,0.42309919
1947,22,Massachusetts,0.416976243
1947,23,Michigan,0.36354208
1947,24,Minnesota,0.428122878
1947,25,Mississippi,0.452115923
1947,26,Missouri,0.437850922
1947,27,Montana,0.428091556
1947,28,Nebraska,0.426625609
1947,29,Nevada,0.364174843
1947,30,New Hampshire,0.431290805
1947,31,New Jersey,0.401104629
1947,32,New Mexico,0.40804866
1947,33,New York,0.446796536
1947,34,North Carolina,0.43269527
1947,35,North Dakota,0.446847111
1947,36,Ohio,0.40070039
1947,37,Oklahoma,0.383537352
1947,38,Oregon,0.397834748
1947,39,Pennsylvania,0.412008345
1947,40,Rhode Island,0.393703103
1947,41,South Carolina,0.418629259
1947,42,South Dakota,0.452102989
1947,43,Tennessee,0.430697083
1947,44,Texas,0.417731643
1947,45,Utah,0.390568972
1947,46,Vermont,0.433792144
1947,47,Virginia,0.419442594
1947,48,Washington,0.354837805
1947,49,West Virginia,0.400930583
1947,50,Wisconsin,0.410379261
1947,51,Wyoming,0.407112926
1948,0,United States,0.430862129
1948,1,Alabama,0.417075634
1948,3,Arizona,0.403591603
1948,4,Arkansas,0.440097213
1948,5,California,0.418978602
1948,6,Colorado,0.451106995
1948,7,Connecticut,0.416391551
1948,8,Delaware,0.488768309
1948,9,District of Columbia,0.438855141
1948,10,Florida,0.453175008
1948,11,Georgia,0.423273236
1948,13,Idaho,0.429302573
1948,14,Illinois,0.415757567
1948,15,Indiana,0.401745081
1948,16,Iowa,0.416974038
1948,17,Kansas,0.448693007
1948,18,Kentucky,0.424371272
1948,19,Louisiana,0.439535797
1948,20,Maine,0.429791927
1948,21,Maryland,0.412822902
1948,22,Massachusetts,0.407110751
1948,23,Michigan,0.38961339
1948,24,Minnesota,0.437218487
1948,25,Mississippi,0.45556736
1948,26,Missouri,0.433957726
1948,27,Montana,0.425098389
1948,28,Nebraska,0.440079421
1948,29,Nevada,0.419370085
1948,30,New Hampshire,0.389028579
1948,31,New Jersey,0.403153777
1948,32,New Mexico,0.439598233
1948,33,New York,0.445307523
1948,34,North Carolina,0.431948334
1948,35,North Dakota,0.4367688
1948,36,Ohio,0.40029794
1948,37,Oklahoma,0.433229387
1948,38,Oregon,0.419598132
1948,39,Pennsylvania,0.393397331
1948,40,Rhode Island,0.395844668
1948,41,South Carolina,0.41606304
1948,42,South Dakota,0.442554653
1948,43,Tennessee,0.427344233
1948,44,Texas,0.45654574
1948,45,Utah,0.383809984
1948,46,Vermont,0.419331342
1948,47,Virginia,0.414067715
1948,48,Washington,0.401675701
1948,49,West Virginia,0.404618621
1948,50,Wisconsin,0.404053777
1948,51,Wyoming,0.423524439
1949,0,United States,0.432123154
1949,1,Alabama,0.418750346
1949,3,Arizona,0.385040492
1949,4,Arkansas,0.418204516
1949,5,California,0.415586442
1949,6,Colorado,0.430062026
1949,7,Connecticut,0.435656846
1949,8,Delaware,0.53615129
1949,9,District of Columbia,0.402440846
1949,10,Florida,0.438007355
1949,11,Georgia,0.420299977
1949,13,Idaho,0.414786279
1949,14,Illinois,0.413132817
1949,15,Indiana,0.395041227
1949,16,Iowa,0.408057958
1949,17,Kansas,0.439116508
1949,18,Kentucky,0.415312648
1949,19,Louisiana,0.425525725
1949,20,Maine,0.419400454
1949,21,Maryland,0.424576312
1949,22,Massachusetts,0.399687111
1949,23,Michigan,0.39911288
1949,24,Minnesota,0.431814313
1949,25,Mississippi,0.441151947
1949,26,Missouri,0.419583708
1949,27,Montana,0.420552135
1949,28,Nebraska,0.440747648
1949,29,Nevada,0.422491729
1949,30,New Hampshire,0.414375067
1949,31,New Jersey,0.409179449
1949,32,New Mexico,0.437028319
1949,33,New York,0.441759229
1949,34,North Carolina,0.427015096
1949,35,North Dakota,0.421041936
1949,36,Ohio,0.402139455
1949,37,Oklahoma,0.438896209
1949,38,Oregon,0.400321156
1949,39,Pennsylvania,0.401034087
1949,40,Rhode Island,0.420783669
1949,41,South Carolina,0.391681731
1949,42,South Dakota,0.440340817
1949,43,Tennessee,0.410069168
1949,44,Texas,0.433783501
1949,45,Utah,0.385327518
1949,46,Vermont,0.424128324
1949,47,Virginia,0.407855511
1949,48,Washington,0.399187446
1949,49,West Virginia,0.375026941
1949,50,Wisconsin,0.401899964
1949,51,Wyoming,0.407498002
1950,0,United States,0.43633616
1950,1,Alabama,0.425281018
1950,3,Arizona,0.424009413
1950,4,Arkansas,0.433183789
1950,5,California,0.428409547
1950,6,Colorado,0.435291618
1950,7,Connecticut,0.437992275
1950,8,Delaware,0.543453693
1950,9,District of Columbia,0.421425462
1950,10,Florida,0.457246423
1950,11,Georgia,0.423919111
1950,13,Idaho,0.417764634
1950,14,Illinois,0.423514605
1950,15,Indiana,0.39243421
1950,16,Iowa,0.410767168
1950,17,Kansas,0.439016998
1950,18,Kentucky,0.419251233
1950,19,Louisiana,0.428193182
1950,20,Maine,0.418175161
1950,21,Maryland,0.426547825
1950,22,Massachusetts,0.423943281
1950,23,Michigan,0.400843233
1950,24,Minnesota,0.410649091
1950,25,Mississippi,0.444082677
1950,26,Missouri,0.434719205
1950,27,Montana,0.416326165
1950,28,Nebraska,0.42475754
1950,29,Nevada,0.442937642
1950,30,New Hampshire,0.408230811
1950,31,New Jersey,0.407058984
1950,32,New Mexico,0.42253527
1950,33,New York,0.450362355
1950,34,North Carolina,0.424947351
1950,35,North Dakota,0.429726899
1950,36,Ohio,0.404803097
1950,37,Oklahoma,0.443080008
1950,38,Oregon,0.41527757
1950,39,Pennsylvania,0.404258817
1950,40,Rhode Island,0.416047066
1950,41,South Carolina,0.416140169
1950,42,South Dakota,0.4253923
1950,43,Tennessee,0.436380535
1950,44,Texas,0.453848809
1950,45,Utah,0.390965849
1950,46,Vermont,0.414493054
1950,47,Virginia,0.417276144
1950,48,Washington,0.399951726
1950,49,West Virginia,0.393291563
1950,50,Wisconsin,0.412789017
1950,51,Wyoming,0.418826938
1951,0,United States,0.432441175
1951,1,Alabama,0.410921663
1951,3,Arizona,0.434709132
1951,4,Arkansas,0.435564697
1951,5,California,0.424053222
1951,6,Colorado,0.439332336
1951,7,Connecticut,0.415610492
